001102;2015;10;02;07;0316;1017,61////false
01;31602728;00;1;1201;pen;50,05
01;31602728;00;1;1202;pen;2,82
01;31602728;00;1;1203;pen;5,00
01;31602728;00;1;1204;pen;14,03
01;31602728;00;1;1205;pen;15,91
01;31602728;00;1;1206;pen;350,00
01;31602728;00;1;1210;pen;82,85
01;31602728;00;1;1211;pen;32,00
01;31602728;00;1;1212;pen;96,11
01;31602728;00;1;1213;pen;111,49
01;31602728;00;1;1230;pen;0,01
01;31602728;00;1;1240;pen;3,00
01;31602728;00;1;1250;pen;15,02
01;31602728;00;1;1278;pen;6,39
01;31602728;00;1;1279;pen;10,00
01;31602728;00;1;1280;pen;15,00
01;31602728;00;1;1281;pen;15,00
01;31602728;00;1;1282;pen;20,00
01;31602728;00;1;1283;pen;80,00
01;31602728;00;1;1284;pen;25,00
01;31602728;00;1;1285;pen;25,00
01;31602728;00;1;1286;pen;25,00
01;31602728;00;1;1287;pen;27,00
01;31602728;00;1;1288;pen;30,00
01;31602728;00;2;2021;pen;39,07
01;31602728;00;9;9999;pen;1017,61
