001102;2015;10;02;07;0313;7039,96////false
01;17828986;00;1;1201;pen;50,05
01;17828986;00;1;1202;pen;73,65
01;17828986;00;1;1203;pen;5,00
01;17828986;00;1;1204;pen;60,20
01;17828986;00;1;1206;pen;302,17
01;17828986;00;1;1210;pen;75,87
01;17828986;00;1;1211;pen;33,05
01;17828986;00;1;1212;pen;88,00
01;17828986;00;1;1213;pen;102,08
01;17828986;00;1;1230;pen;0,01
01;17828986;00;1;1250;pen;0,03
01;17828986;00;1;1277;pen;50,00
01;17828986;00;1;1287;pen;27,00
01;17828986;00;1;1288;pen;30,00
01;17828986;00;2;2021;pen;35,88
01;17828986;00;9;9999;pen;861,23
01;32104364;00;1;1201;pen;50,03
01;32104364;00;1;1203;pen;5,00
01;32104364;00;1;1204;pen;9,03
01;32104364;00;1;1206;pen;11,56
01;32104364;00;1;1210;pen;25,60
01;32104364;00;1;1211;pen;20,26
01;32104364;00;1;1212;pen;29,70
01;32104364;00;1;1213;pen;34,45
01;32104364;00;1;1215;pen;60,00
01;32104364;00;1;1230;pen;0,01
01;32104364;00;1;1240;pen;3,00
01;32104364;00;1;1277;pen;115,25
01;32104364;00;1;1283;pen;51,11
01;32104364;00;2;2021;pen;14,56
01;32104364;00;9;9999;pen;400,44
01;32106727;00;1;1201;pen;50,03
01;32106727;00;1;1203;pen;5,00
01;32106727;00;1;1204;pen;9,23
01;32106727;00;1;1206;pen;9,63
01;32106727;00;1;1210;pen;25,60
01;32106727;00;1;1211;pen;20,88
01;32106727;00;1;1212;pen;29,70
01;32106727;00;1;1213;pen;34,45
01;32106727;00;1;1215;pen;60,00
01;32106727;00;1;1230;pen;0,01
01;32106727;00;1;1240;pen;3,00
01;32106727;00;1;1277;pen;115,25
01;32106727;00;1;1283;pen;52,22
01;32106727;00;1;1288;pen;30,00
01;32106727;00;2;2021;pen;15,71
01;32106727;00;2;2131;pen;151,86
01;32106727;00;9;9999;pen;277,43
01;32541863;00;1;1201;pen;50,04
01;32541863;00;1;1203;pen;5,00
01;32541863;00;1;1204;pen;11,81
01;32541863;00;1;1205;pen;13,36
01;32541863;00;1;1206;pen;294,58
01;32541863;00;1;1210;pen;69,56
01;32541863;00;1;1211;pen;26,93
01;32541863;00;1;1212;pen;80,69
01;32541863;00;1;1213;pen;93,60
01;32541863;00;1;1230;pen;0,01
01;32541863;00;1;1240;pen;3,00
01;32541863;00;1;1250;pen;0,03
01;32541863;00;1;1277;pen;100,00
01;32541863;00;1;1283;pen;80,00
01;32541863;00;1;1285;pen;25,00
01;32541863;00;1;1286;pen;25,00
01;32541863;00;1;1287;pen;27,00
01;32541863;00;1;1288;pen;30,00
01;32541863;00;2;2021;pen;34,22
01;32541863;00;9;9999;pen;901,39
01;32737157;00;1;1201;pen;50,03
01;32737157;00;1;1203;pen;5,00
01;32737157;00;1;1204;pen;8,69
01;32737157;00;1;1205;pen;13,34
01;32737157;00;1;1206;pen;234,37
01;32737157;00;1;1210;pen;58,06
01;32737157;00;1;1211;pen;21,43
01;32737157;00;1;1212;pen;67,35
01;32737157;00;1;1213;pen;78,13
01;32737157;00;1;1230;pen;0,01
01;32737157;00;1;1250;pen;0,03
01;32737157;00;1;1277;pen;100,00
01;32737157;00;1;1283;pen;80,00
01;32737157;00;2;2021;pen;25,46
01;32737157;00;2;2131;pen;264,65
01;32737157;00;9;9999;pen;426,33
01;32813238;00;1;1201;pen;50,03
01;32813238;00;1;1203;pen;5,00
01;32813238;00;1;1204;pen;8,07
01;32813238;00;1;1205;pen;44,82
01;32813238;00;1;1206;pen;163,80
01;32813238;00;1;1210;pen;46,38
01;32813238;00;1;1211;pen;20,12
01;32813238;00;1;1212;pen;53,80
01;32813238;00;1;1213;pen;62,41
01;32813238;00;1;1230;pen;0,01
01;32813238;00;1;1240;pen;3,00
01;32813238;00;1;1250;pen;0,03
01;32813238;00;1;1277;pen;100,00
01;32813238;00;1;1283;pen;45,00
01;32813238;00;1;1285;pen;25,00
01;32813238;00;1;1286;pen;25,00
01;32813238;00;1;1287;pen;27,00
01;32813238;00;1;1288;pen;30,00
01;32813238;00;2;2021;pen;26,58
01;32813238;00;9;9999;pen;682,89
01;32833970;00;1;1201;pen;50,03
01;32833970;00;1;1203;pen;5,00
01;32833970;00;1;1204;pen;8,27
01;32833970;00;1;1205;pen;41,14
01;32833970;00;1;1206;pen;171,02
01;32833970;00;1;1210;pen;47,86
01;32833970;00;1;1211;pen;20,64
01;32833970;00;1;1212;pen;55,52
01;32833970;00;1;1213;pen;64,40
01;32833970;00;1;1230;pen;0,01
01;32833970;00;1;1240;pen;3,00
01;32833970;00;1;1250;pen;0,03
01;32833970;00;1;1276;pen;8,99
01;32833970;00;1;1277;pen;100,00
01;32833970;00;1;1278;pen;4,66
01;32833970;00;1;1279;pen;10,00
01;32833970;00;1;1280;pen;15,00
01;32833970;00;1;1281;pen;15,00
01;32833970;00;1;1282;pen;20,00
01;32833970;00;1;1283;pen;50,00
01;32833970;00;1;1284;pen;25,00
01;32833970;00;1;1285;pen;25,00
01;32833970;00;1;1286;pen;25,00
01;32833970;00;1;1287;pen;27,00
01;32833970;00;1;1288;pen;30,00
01;32833970;00;2;2021;pen;30,90
01;32833970;00;9;9999;pen;791,67
01;32845644;00;1;1201;pen;50,04
01;32845644;00;1;1203;pen;5,00
01;32845644;00;1;1204;pen;9,86
01;32845644;00;1;1205;pen;11,15
01;32845644;00;1;1206;pen;245,91
01;32845644;00;1;1210;pen;60,40
01;32845644;00;1;1211;pen;22,48
01;32845644;00;1;1212;pen;70,06
01;32845644;00;1;1213;pen;81,27
01;32845644;00;1;1230;pen;0,01
01;32845644;00;1;1240;pen;3,00
01;32845644;00;1;1250;pen;0,03
01;32845644;00;1;1277;pen;100,00
01;32845644;00;1;1283;pen;80,00
01;32845644;00;2;2021;pen;26,37
01;32845644;00;2;2080;pen;221,76
01;32845644;00;9;9999;pen;491,08
01;32847628;00;1;1201;pen;50,04
01;32847628;00;1;1203;pen;5,00
01;32847628;00;1;1204;pen;12,53
